in:HVAC System Type,in:Plant Performance,in:Outdoor Air Quantity,in:Percent Glazing [%],in:Glazing Performance,in:Lighting Power,in:Avg. Workstation Power [W],in:Roof PV Coverage [%],out:AHU Sizing [CFM/SF],out:Cooling [EUI],out:Heating [EUI],out:Lights/Plug [EUI],out:Fan/Pump [EUI],out:PV [EUI],out:Utility Cost [$/SF-yr],out:Total [EUI]
VAV,Low,Minimum,0.6,Medium,WSEC Baseline,Med [300W],75,1.87,3.3,23,27.5,13.2,-7.9,0.565,59.1
VAV,Low,Minimum,0.6,Low,WSEC Baseline,Med [300W],75,1.9,3.7,23.3,27.5,14.5,-7.9,0.584,61
VAV,Low,Minimum,0.3,High,WSEC Baseline,High [400W],75,1.6,3,19.1,32,13.5,-7.9,0.581,59.7
VAV,Low,Minimum,0.3,Medium,WSEC Baseline,High [400W],75,1.63,3.1,19.2,32,13.9,-7.9,0.588,60.4
VAV,Low,Minimum,0.3,Low,WSEC Baseline,High [400W],75,1.66,3.4,19.3,32,14.6,-7.9,0.598,61.4
VAV,Low,Minimum,0.4,High,WSEC Baseline,High [400W],75,1.78,3.1,20,32,13.8,-7.9,0.593,61.1
VAV,Low,Minimum,0.4,Medium,WSEC Baseline,High [400W],75,1.81,3.3,20.2,32,14.3,-7.9,0.602,62
VAV,Low,Minimum,0.4,Low,WSEC Baseline,High [400W],75,1.84,3.6,20.4,32,15.3,-7.9,0.616,63.4
VAV,Low,Minimum,0.5,High,WSEC Baseline,High [400W],75,1.96,3.3,20.9,32,14.1,-7.9,0.605,62.4
VAV,Low,Minimum,0.5,Medium,WSEC Baseline,High [400W],75,1.99,3.5,21.3,32,14.7,-7.9,0.616,63.6
VAV,Low,Minimum,0.5,Low,WSEC Baseline,High [400W],75,2.02,3.8,21.6,32,15.9,-7.9,0.634,65.3
VAV,Low,Minimum,0.6,High,WSEC Baseline,High [400W],75,2.14,3.4,21.9,32,14.4,-7.9,0.616,63.8
VAV,Low,Minimum,0.6,Medium,WSEC Baseline,High [400W],75,2.17,3.6,22.3,32,15.2,-7.9,0.63,65.2
VAV,Low,Minimum,0.6,Low,WSEC Baseline,High [400W],75,2.2,4,22.7,32,16.5,-7.9,0.652,67.4
DOAS,Low,Minimum,0.3,High,WSEC Baseline,Low [200W],75,0.25,4,13.4,22.9,7.2,-7.9,0.383,39.6
DOAS,Low,Minimum,0.3,Medium,WSEC Baseline,Low [200W],75,0.25,4.1,13.4,22.9,7.2,-7.9,0.385,39.8
DOAS,Low,Minimum,0.3,Low,WSEC Baseline,Low [200W],75,0.25,4.3,13.4,22.9,7.3,-7.9,0.388,40.1
DOAS,Low,Minimum,0.4,High,WSEC Baseline,Low [200W],75,0.25,4,14.3,22.9,7.2,-7.9,0.391,40.6
DOAS,Low,Minimum,0.4,Medium,WSEC Baseline,Low [200W],75,0.25,4.2,14.3,22.9,7.3,-7.9,0.394,40.9
DOAS,Low,Minimum,0.4,Low,WSEC Baseline,Low [200W],75,0.25,4.5,14.3,22.9,7.4,-7.9,0.398,41.3
DOAS,Low,Minimum,0.5,High,WSEC Baseline,Low [200W],75,0.25,4.1,15.1,22.9,7.3,-7.9,0.399,41.5
DOAS,Low,Minimum,0.5,Medium,WSEC Baseline,Low [200W],75,0.25,4.3,15.2,22.9,7.3,-7.9,0.402,41.9
DOAS,Low,Minimum,0.5,Low,WSEC Baseline,Low [200W],75,0.25,4.7,15.2,22.9,7.5,-7.9,0.408,42.4
DOAS,Low,Minimum,0.6,High,WSEC Baseline,Low [200W],75,0.25,4.2,15.9,22.9,7.3,-7.9,0.406,42.4
DOAS,Low,Minimum,0.6,Medium,WSEC Baseline,Low [200W],75,0.25,4.4,16,22.9,7.4,-7.9,0.411,42.9
DOAS,Low,Minimum,0.6,Low,WSEC Baseline,Low [200W],75,0.25,4.9,16.1,22.9,7.5,-7.9,0.417,43.5
DOAS,Low,Minimum,0.3,High,WSEC Baseline,Med [300W],75,0.25,4.7,12.7,27.5,7.3,-7.9,0.435,44.3
DOAS,Low,Minimum,0.3,Medium,WSEC Baseline,Med [300W],75,0.25,4.9,12.7,27.5,7.4,-7.9,0.437,44.6
DOAS,Low,Minimum,0.3,Low,WSEC Baseline,Med [300W],75,0.25,5.1,12.7,27.5,7.5,-7.9,0.44,44.9
DOAS,Low,Minimum,0.4,High,WSEC Baseline,Med [300W],75,0.25,4.8,13.5,27.5,7.4,-7.9,0.442,45.3
DOAS,Low,Minimum,0.4,Medium,WSEC Baseline,Med [300W],75,0.25,5,13.6,27.5,7.5,-7.9,0.446,45.6
DOAS,Low,Minimum,0.4,Low,WSEC Baseline,Med [300W],75,0.25,5.3,13.6,27.5,7.6,-7.9,0.45,46
DOAS,Low,Minimum,0.5,High,WSEC Baseline,Med [300W],75,0.25,4.9,14.3,27.5,7.4,-7.9,0.45,46.2
DOAS,Low,Minimum,0.5,Medium,WSEC Baseline,Med [300W],75,0.25,5.1,14.4,27.5,7.5,-7.9,0.454,46.6
DOAS,Low,Minimum,0.5,Low,WSEC Baseline,Med [300W],75,0.25,5.5,14.5,27.5,7.7,-7.9,0.46,47.2
DOAS,Low,Minimum,0.6,High,WSEC Baseline,Med [300W],75,0.25,4.9,15.1,27.5,7.5,-7.9,0.458,47.1
DOAS,Low,Minimum,0.6,Medium,WSEC Baseline,Med [300W],75,0.25,5.2,15.2,27.5,7.6,-7.9,0.462,47.6
DOAS,Low,Minimum,0.6,Low,WSEC Baseline,Med [300W],75,0.25,5.6,15.3,27.5,7.7,-7.9,0.47,48.3
DOAS,Low,Minimum,0.3,High,WSEC Baseline,High [400W],75,0.25,5.5,12.2,32,7.5,-7.9,0.488,49.3
DOAS,Low,Minimum,0.3,Medium,WSEC Baseline,High [400W],75,0.25,5.6,12.2,32,7.5,-7.9,0.491,49.5
DOAS,Low,Minimum,0.3,Low,WSEC Baseline,High [400W],75,0.25,5.9,12.2,32,7.6,-7.9,0.494,49.8
DOAS,Low,Minimum,0.4,High,WSEC Baseline,High [400W],75,0.25,5.6,12.9,32,7.5,-7.9,0.496,50.2
DOAS,Low,Minimum,0.4,Medium,WSEC Baseline,High [400W],75,0.25,5.8,13,32,7.6,-7.9,0.499,50.5
DOAS,Low,Minimum,0.4,Low,WSEC Baseline,High [400W],75,0.25,6.1,13.1,32,7.7,-7.9,0.504,51
DOAS,Low,Minimum,0.5,High,WSEC Baseline,High [400W],75,0.25,5.6,13.7,32,7.6,-7.9,0.503,51.1
DOAS,Low,Minimum,0.5,Medium,WSEC Baseline,High [400W],75,0.25,5.9,13.9,32,7.7,-7.9,0.508,51.5
DOAS,Low,Minimum,0.5,Low,WSEC Baseline,High [400W],75,0.25,6.3,13.9,32,7.8,-7.9,0.514,52.2
DOAS,Low,Minimum,0.6,High,WSEC Baseline,High [400W],75,0.25,5.7,14.5,32,7.6,-7.9,0.51,51.9
DOAS,Low,Minimum,0.6,Medium,WSEC Baseline,High [400W],75,0.25,6,14.6,32,7.8,-7.9,0.516,52.5
DOAS,Low,Minimum,0.6,Low,WSEC Baseline,High [400W],75,0.25,6.4,14.8,32,7.9,-7.9,0.523,53.2
VAV,High,30% increase,0.3,High,WSEC Baseline,Low [200W],75,1,2.3,8.9,22.9,10.3,-7.9,0.384,36.5
VAV,High,30% increase,0.3,Medium,WSEC Baseline,Low [200W],75,1.03,2.4,8.8,22.9,10.9,-7.9,0.391,37.2
VAV,High,30% increase,0.3,Low,WSEC Baseline,Low [200W],75,1.06,2.6,8.7,22.9,11.7,-7.9,0.402,38.2
VAV,High,30% increase,0.4,High,WSEC Baseline,Low [200W],75,1.18,2.4,9.1,22.9,10.8,-7.9,0.394,37.4
VAV,High,30% increase,0.4,Medium,WSEC Baseline,Low [200W],75,1.21,2.6,9.1,22.9,11.5,-7.9,0.403,38.2
VAV,High,30% increase,0.4,Low,WSEC Baseline,Low [200W],75,1.24,2.9,9.1,22.9,12.4,-7.9,0.415,39.4
VAV,High,30% increase,0.5,High,WSEC Baseline,Low [200W],75,1.36,2.5,9.4,22.9,11.3,-7.9,0.403,38.3
VAV,High,30% increase,0.5,Medium,WSEC Baseline,Low [200W],75,1.39,2.7,9.4,22.9,12,-7.9,0.413,39.2
VAV,High,30% increase,0.5,Low,WSEC Baseline,Low [200W],75,1.42,3.1,9.4,22.9,13,-7.9,0.426,40.4
VAV,High,30% increase,0.6,High,WSEC Baseline,Low [200W],75,1.54,2.7,9.7,22.9,11.7,-7.9,0.412,39
VAV,High,30% increase,0.6,Medium,WSEC Baseline,Low [200W],75,1.57,2.9,9.7,22.9,12.4,-7.9,0.422,40.1
VAV,High,30% increase,0.6,Low,WSEC Baseline,Low [200W],75,1.6,3.2,9.7,22.9,13.5,-7.9,0.438,41.5
VAV,High,30% increase,0.3,High,WSEC Baseline,Med [300W],75,1.3,2.6,8.5,27.5,11.9,-7.9,0.449,42.6
VAV,High,30% increase,0.3,Medium,WSEC Baseline,Med [300W],75,1.33,2.7,8.5,27.5,12.5,-7.9,0.456,43.3
VAV,High,30% increase,0.3,Low,WSEC Baseline,Med [300W],75,1.36,3,8.4,27.5,13.4,-7.9,0.467,44.4
VAV,High,30% increase,0.4,High,WSEC Baseline,Med [300W],75,1.48,2.7,8.8,27.5,12.4,-7.9,0.458,43.5
VAV,High,30% increase,0.4,Medium,WSEC Baseline,Med [300W],75,1.51,2.9,8.7,27.5,13.2,-7.9,0.468,44.4
VAV,High,30% increase,0.4,Low,WSEC Baseline,Med [300W],75,1.54,3.2,8.7,27.5,14.2,-7.9,0.481,45.7
VAV,High,30% increase,0.5,High,WSEC Baseline,Med [300W],75,1.66,2.8,9,27.5,12.9,-7.9,0.467,44.4
VAV,High,30% increase,0.5,Medium,WSEC Baseline,Med [300W],75,1.69,3.1,9.1,27.5,13.7,-7.9,0.478,45.4
VAV,High,30% increase,0.5,Low,WSEC Baseline,Med [300W],75,1.72,3.4,9.1,27.5,14.7,-7.9,0.493,46.8
VAV,High,30% increase,0.6,High,WSEC Baseline,Med [300W],75,1.84,3,9.3,27.5,13.3,-7.9,0.476,45.1
VAV,High,30% increase,0.6,Medium,WSEC Baseline,Med [300W],75,1.87,3.2,9.4,27.5,14.1,-7.9,0.488,46.3
VAV,High,30% increase,0.6,Low,WSEC Baseline,Med [300W],75,1.9,3.6,9.5,27.5,15.4,-7.9,0.506,48
VAV,High,30% increase,0.3,High,WSEC Baseline,High [400W],75,1.6,2.9,8.2,32,13.8,-7.9,0.516,49.1
VAV,High,30% increase,0.3,Medium,WSEC Baseline,High [400W],75,1.63,3.1,8.1,32,14.4,-7.9,0.524,49.8
VAV,High,30% increase,0.3,Low,WSEC Baseline,High [400W],75,1.66,3.3,8.1,32,15.3,-7.9,0.536,50.8
VAV,High,30% increase,0.4,High,WSEC Baseline,High [400W],75,1.78,3,8.4,32,14.3,-7.9,0.526,49.9
VAV,High,30% increase,0.4,Medium,WSEC Baseline,High [400W],75,1.81,3.2,8.4,32,15,-7.9,0.535,50.8
VAV,High,30% increase,0.4,Low,WSEC Baseline,High [400W],75,1.84,3.5,8.4,32,16.1,-7.9,0.55,52.2
VAV,High,30% increase,0.5,High,WSEC Baseline,High [400W],75,1.96,3.2,8.7,32,14.8,-7.9,0.535,50.8
VAV,High,30% increase,0.5,Medium,WSEC Baseline,High [400W],75,1.99,3.4,8.8,32,15.6,-7.9,0.546,51.8
VAV,High,30% increase,0.5,Low,WSEC Baseline,High [400W],75,2.02,3.7,8.8,32,16.8,-7.9,0.563,53.5
VAV,High,30% increase,0.6,High,WSEC Baseline,High [400W],75,2.14,3.3,9,32,15.2,-7.9,0.544,51.5
VAV,High,30% increase,0.6,Medium,WSEC Baseline,High [400W],75,2.17,3.5,9.1,32,16,-7.9,0.557,52.8
VAV,High,30% increase,0.6,Low,WSEC Baseline,High [400W],75,2.2,3.9,9.2,32,17.5,-7.9,0.577,54.7
DOAS,High,30% increase,0.3,High,WSEC Baseline,Low [200W],75,0.3,3.9,6.2,22.9,9.3,-7.9,0.362,34.4
DOAS,High,30% increase,0.3,Medium,WSEC Baseline,Low [200W],75,0.3,4,6.2,22.9,9.3,-7.9,0.364,34.5
DOAS,High,30% increase,0.3,Low,WSEC Baseline,Low [200W],75,0.3,4.2,6.2,22.9,9.4,-7.9,0.366,34.8
DOAS,High,30% increase,0.4,High,WSEC Baseline,Low [200W],75,0.3,3.9,6.5,22.9,9.3,-7.9,0.366,34.8
DOAS,High,30% increase,0.4,Medium,WSEC Baseline,Low [200W],75,0.3,4.1,6.5,22.9,9.3,-7.9,0.368,34.9
DOAS,High,30% increase,0.4,Low,WSEC Baseline,Low [200W],75,0.3,4.4,6.5,22.9,9.4,-7.9,0.372,35.3
DOAS,High,30% increase,0.5,High,WSEC Baseline,Low [200W],75,0.3,4,6.8,22.9,9.3,-7.9,0.37,35.2
DOAS,High,30% increase,0.5,Medium,WSEC Baseline,Low [200W],75,0.3,4.2,6.8,22.9,9.4,-7.9,0.373,35.4
DOAS,High,30% increase,0.5,Low,WSEC Baseline,Low [200W],75,0.3,4.6,6.8,22.9,9.5,-7.9,0.378,35.9
DOAS,High,30% increase,0.6,High,WSEC Baseline,Low [200W],75,0.3,4.1,7.1,22.9,9.3,-7.9,0.374,35.5
DOAS,High,30% increase,0.6,Medium,WSEC Baseline,Low [200W],75,0.3,4.3,7.1,22.9,9.4,-7.9,0.378,35.8
DOAS,High,30% increase,0.6,Low,WSEC Baseline,Low [200W],75,0.3,4.7,7.1,22.9,9.5,-7.9,0.383,36.4
DOAS,High,30% increase,0.3,High,WSEC Baseline,Med [300W],75,0.3,4.6,6,27.5,9.4,-7.9,0.417,39.6
DOAS,High,30% increase,0.3,Medium,WSEC Baseline,Med [300W],75,0.3,4.7,6,27.5,9.4,-7.9,0.419,39.8
DOAS,High,30% increase,0.3,Low,WSEC Baseline,Med [300W],75,0.3,5,6,27.5,9.5,-7.9,0.422,40
DOAS,High,30% increase,0.4,High,WSEC Baseline,Med [300W],75,0.3,4.7,6.3,27.5,9.4,-7.9,0.421,40
DOAS,High,30% increase,0.4,Medium,WSEC Baseline,Med [300W],75,0.3,4.8,6.3,27.5,9.5,-7.9,0.424,40.2
DOAS,High,30% increase,0.4,Low,WSEC Baseline,Med [300W],75,0.3,5.1,6.3,27.5,9.6,-7.9,0.428,40.6
DOAS,High,30% increase,0.5,High,WSEC Baseline,Med [300W],75,0.3,4.7,6.6,27.5,9.5,-7.9,0.425,40.4
DOAS,High,30% increase,0.5,Medium,WSEC Baseline,Med [300W],75,0.3,4.9,6.6,27.5,9.5,-7.9,0.428,40.6
DOAS,High,30% increase,0.5,Low,WSEC Baseline,Med [300W],75,0.3,5.3,6.6,27.5,9.7,-7.9,0.433,41.1
DOAS,High,30% increase,0.6,High,WSEC Baseline,Med [300W],75,0.3,4.8,6.8,27.5,9.5,-7.9,0.429,40.8
DOAS,High,30% increase,0.6,Medium,WSEC Baseline,Med [300W],75,0.3,5.1,6.9,27.5,9.6,-7.9,0.433,41.1
DOAS,High,30% increase,0.6,Low,WSEC Baseline,Med [300W],75,0.3,5.5,6.9,27.5,9.7,-7.9,0.439,41.6
DOAS,High,30% increase,0.3,High,WSEC Baseline,High [400W],75,0.3,5.4,5.7,32,9.5,-7.9,0.472,44.7
DOAS,High,30% increase,0.3,Medium,WSEC Baseline,High [400W],75,0.3,5.5,5.7,32,9.6,-7.9,0.474,45
DOAS,High,30% increase,0.3,Low,WSEC Baseline,High [400W],75,0.3,5.7,5.7,32,9.7,-7.9,0.477,45.3
DOAS,High,30% increase,0.4,High,WSEC Baseline,High [400W],75,0.3,5.4,6,32,9.6,-7.9,0.476,45.1
DOAS,High,30% increase,0.4,Medium,WSEC Baseline,High [400W],75,0.3,5.6,6,32,9.6,-7.9,0.479,45.4
DOAS,High,30% increase,0.4,Low,WSEC Baseline,High [400W],75,0.3,5.9,6,32,9.8,-7.9,0.483,45.9
DOAS,High,30% increase,0.5,High,WSEC Baseline,High [400W],75,0.3,5.5,6.3,32,9.6,-7.9,0.48,45.5
DOAS,High,30% increase,0.5,Medium,WSEC Baseline,High [400W],75,0.3,5.7,6.3,32,9.7,-7.9,0.483,45.8
DOAS,High,30% increase,0.5,Low,WSEC Baseline,High [400W],75,0.3,6.1,6.3,32,9.8,-7.9,0.489,46.3
DOAS,High,30% increase,0.6,High,WSEC Baseline,High [400W],75,0.3,5.6,6.6,32,9.7,-7.9,0.484,45.9
DOAS,High,30% increase,0.6,Medium,WSEC Baseline,High [400W],75,0.3,5.8,6.6,32,9.8,-7.9,0.488,46.3
DOAS,High,30% increase,0.6,Low,WSEC Baseline,High [400W],75,0.3,6.3,6.6,32,9.9,-7.9,0.495,46.9
VAV,High,Minimum,0.3,High,WSEC Baseline,Low [200W],75,1,2.4,7.6,22.9,10.1,-7.9,0.369,35
VAV,High,Minimum,0.3,Medium,WSEC Baseline,Low [200W],75,1.03,2.5,7.6,22.9,10.5,-7.9,0.375,35.6
VAV,High,Minimum,0.3,Low,WSEC Baseline,Low [200W],75,1.06,2.7,7.6,22.9,11.1,-7.9,0.384,36.5
VAV,High,Minimum,0.4,High,WSEC Baseline,Low [200W],75,1.18,2.5,7.9,22.9,10.4,-7.9,0.377,35.8
VAV,High,Minimum,0.4,Medium,WSEC Baseline,Low [200W],75,1.21,2.7,7.9,22.9,10.8,-7.9,0.384,36.5
VAV,High,Minimum,0.4,Low,WSEC Baseline,Low [200W],75,1.24,3,8,22.9,11.6,-7.9,0.395,37.5
VAV,High,Minimum,0.5,High,WSEC Baseline,Low [200W],75,1.36,2.6,8.2,22.9,10.7,-7.9,0.385,36.6
VAV,High,Minimum,0.5,Medium,WSEC Baseline,Low [200W],75,1.39,2.8,8.3,22.9,11.1,-7.9,0.393,37.3
VAV,High,Minimum,0.5,Low,WSEC Baseline,Low [200W],75,1.42,3.1,8.3,22.9,12.1,-7.9,0.406,38.5
VAV,High,Minimum,0.6,High,WSEC Baseline,Low [200W],75,1.54,2.8,8.6,22.9,10.9,-7.9,0.392,37.3
VAV,High,Minimum,0.6,Medium,WSEC Baseline,Low [200W],75,1.57,3,8.6,22.9,11.5,-7.9,0.402,38.1
VAV,High,Minimum,0.6,Low,WSEC Baseline,Low [200W],75,1.6,3.3,8.7,22.9,12.7,-7.9,0.418,39.7
VAV,High,Minimum,0.3,High,WSEC Baseline,Med [300W],75,1.3,2.7,7.2,27.5,11.7,-7.9,0.433,41.2
VAV,High,Minimum,0.3,Medium,WSEC Baseline,Med [300W],75,1.33,2.8,7.2,27.5,12.1,-7.9,0.44,41.7
VAV,High,Minimum,0.3,Low,WSEC Baseline,Med [300W],75,1.36,3.1,7.2,27.5,12.7,-7.9,0.449,42.6
VAV,High,Minimum,0.4,High,WSEC Baseline,Med [300W],75,1.48,2.8,7.5,27.5,12,-7.9,0.442,41.9
VAV,High,Minimum,0.4,Medium,WSEC Baseline,Med [300W],75,1.51,3,7.6,27.5,12.5,-7.9,0.449,42.7
VAV,High,Minimum,0.4,Low,WSEC Baseline,Med [300W],75,1.54,3.3,7.6,27.5,13.3,-7.9,0.462,43.9
VAV,High,Minimum,0.5,High,WSEC Baseline,Med [300W],75,1.66,2.9,7.9,27.5,12.3,-7.9,0.449,42.7
VAV,High,Minimum,0.5,Medium,WSEC Baseline,Med [300W],75,1.69,3.1,8,27.5,12.9,-7.9,0.459,43.6
VAV,High,Minimum,0.5,Low,WSEC Baseline,Med [300W],75,1.72,3.5,8,27.5,13.9,-7.9,0.474,44.9
VAV,High,Minimum,0.6,High,WSEC Baseline,Med [300W],75,1.84,3.1,8.2,27.5,12.5,-7.9,0.457,43.4
VAV,High,Minimum,0.6,Medium,WSEC Baseline,Med [300W],75,1.87,3.3,8.3,27.5,13.2,-7.9,0.468,44.4
VAV,High,Minimum,0.6,Low,WSEC Baseline,Med [300W],75,1.9,3.7,8.4,27.5,14.5,-7.9,0.486,46.1
VAV,High,Minimum,0.3,High,WSEC Baseline,High [400W],75,1.6,3,6.9,32,13.5,-7.9,0.5,47.4
VAV,High,Minimum,0.3,Medium,WSEC Baseline,High [400W],75,1.63,3.1,6.9,32,13.9,-7.9,0.507,48.1
VAV,High,Minimum,0.3,Low,WSEC Baseline,High [400W],75,1.66,3.4,6.9,32,14.6,-7.9,0.517,49.1
VAV,High,Minimum,0.4,High,WSEC Baseline,High [400W],75,1.78,3.1,7.2,32,13.8,-7.9,0.509,48.3
VAV,High,Minimum,0.4,Medium,WSEC Baseline,High [400W],75,1.81,3.3,7.3,32,14.3,-7.9,0.517,49
VAV,High,Minimum,0.4,Low,WSEC Baseline,High [400W],75,1.84,3.6,7.4,32,15.3,-7.9,0.531,50.3
VAV,High,Minimum,0.5,High,WSEC Baseline,High [400W],75,1.96,3.3,7.5,32,14.1,-7.9,0.517,49
VAV,High,Minimum,0.5,Medium,WSEC Baseline,High [400W],75,1.99,3.5,7.7,32,14.7,-7.9,0.527,50
VAV,High,Minimum,0.5,Low,WSEC Baseline,High [400W],75,2.02,3.8,7.8,32,15.9,-7.9,0.543,51.5
VAV,High,Minimum,0.6,High,WSEC Baseline,High [400W],75,2.14,3.4,7.9,32,14.4,-7.9,0.525,49.8
VAV,High,Minimum,0.6,Medium,WSEC Baseline,High [400W],75,2.17,3.6,8,32,15.2,-7.9,0.537,51
VAV,High,Minimum,0.6,Low,WSEC Baseline,High [400W],75,2.2,4,8.2,32,16.5,-7.9,0.557,52.8
DOAS,High,Minimum,0.3,High,WSEC Baseline,Low [200W],75,0.25,4,4.8,22.9,7.2,-7.9,0.327,31
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,Low [200W],75,0.25,4.1,4.8,22.9,7.2,-7.9,0.329,31.2
DOAS,High,Minimum,0.3,Low,WSEC Baseline,Low [200W],75,0.25,4.3,4.8,22.9,7.3,-7.9,0.332,31.5
DOAS,High,Minimum,0.4,High,WSEC Baseline,Low [200W],75,0.25,4,5.1,22.9,7.2,-7.9,0.331,31.5
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,Low [200W],75,0.25,4.2,5.2,22.9,7.3,-7.9,0.334,31.7
DOAS,High,Minimum,0.4,Low,WSEC Baseline,Low [200W],75,0.25,4.5,5.2,22.9,7.4,-7.9,0.338,32.1
DOAS,High,Minimum,0.5,High,WSEC Baseline,Low [200W],75,0.25,4.1,5.4,22.9,7.3,-7.9,0.335,31.8
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,Low [200W],75,0.25,4.3,5.5,22.9,7.3,-7.9,0.339,32.1
DOAS,High,Minimum,0.5,Low,WSEC Baseline,Low [200W],75,0.25,4.7,5.5,22.9,7.5,-7.9,0.344,32.6
DOAS,High,Minimum,0.6,High,WSEC Baseline,Low [200W],75,0.25,4.2,5.7,22.9,7.3,-7.9,0.34,32.2
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,Low [200W],75,0.25,4.4,5.8,22.9,7.4,-7.9,0.343,32.7
DOAS,High,Minimum,0.6,Low,WSEC Baseline,Low [200W],75,0.25,4.9,5.8,22.9,7.5,-7.9,0.35,33.2
DOAS,High,Minimum,0.3,High,WSEC Baseline,Med [300W],75,0.25,4.7,4.6,27.5,7.3,-7.9,0.381,36.2
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,Med [300W],75,0.25,4.9,4.6,27.5,7.4,-7.9,0.383,36.4
DOAS,High,Minimum,0.3,Low,WSEC Baseline,Med [300W],75,0.25,5.1,4.6,27.5,7.5,-7.9,0.387,36.7
DOAS,High,Minimum,0.4,High,WSEC Baseline,Med [300W],75,0.25,4.8,4.9,27.5,7.4,-7.9,0.386,36.7
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,Med [300W],75,0.25,5,4.9,27.5,7.5,-7.9,0.389,36.9
DOAS,High,Minimum,0.4,Low,WSEC Baseline,Med [300W],75,0.25,5.3,4.9,27.5,7.6,-7.9,0.393,37.3
DOAS,High,Minimum,0.5,High,WSEC Baseline,Med [300W],75,0.25,4.9,5.2,27.5,7.4,-7.9,0.39,37
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,Med [300W],75,0.25,5.1,5.2,27.5,7.5,-7.9,0.394,37.4
DOAS,High,Minimum,0.5,Low,WSEC Baseline,Med [300W],75,0.25,5.5,5.2,27.5,7.7,-7.9,0.399,37.9
DOAS,High,Minimum,0.6,High,WSEC Baseline,Med [300W],75,0.25,4.9,5.4,27.5,7.5,-7.9,0.394,37.4
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,Med [300W],75,0.25,5.2,5.5,27.5,7.6,-7.9,0.398,37.8
DOAS,High,Minimum,0.6,Low,WSEC Baseline,Med [300W],75,0.25,5.6,5.5,27.5,7.7,-7.9,0.405,38.4
DOAS,High,Minimum,0.3,High,WSEC Baseline,High [400W],75,0.25,5.5,4.4,32,7.5,-7.9,0.437,41.5
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,High [400W],75,0.25,5.6,4.4,32,7.5,-7.9,0.439,41.7
DOAS,High,Minimum,0.3,Low,WSEC Baseline,High [400W],75,0.25,5.9,4.4,32,7.6,-7.9,0.443,42
DOAS,High,Minimum,0.4,High,WSEC Baseline,High [400W],75,0.25,5.6,4.7,32,7.5,-7.9,0.441,41.9
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,High [400W],75,0.25,5.8,4.7,32,7.6,-7.9,0.444,42.1
DOAS,High,Minimum,0.4,Low,WSEC Baseline,High [400W],75,0.25,6.1,4.7,32,7.7,-7.9,0.449,42.6
DOAS,High,Minimum,0.5,High,WSEC Baseline,High [400W],75,0.25,5.6,4.9,32,7.6,-7.9,0.445,42.3
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,High [400W],75,0.25,5.9,5,32,7.7,-7.9,0.449,42.7
DOAS,High,Minimum,0.5,Low,WSEC Baseline,High [400W],75,0.25,6.3,5,32,7.8,-7.9,0.456,43.2
DOAS,High,Minimum,0.6,High,WSEC Baseline,High [400W],75,0.25,5.7,5.2,32,7.6,-7.9,0.45,42.6
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,High [400W],75,0.25,6,5.3,32,7.8,-7.9,0.454,43.1
DOAS,High,Minimum,0.6,Low,WSEC Baseline,High [400W],75,0.25,6.4,5.3,32,7.9,-7.9,0.461,43.8
VAV,Low,30% increase,0.3,High,15% Reduced,Low [200W],75,1,2.3,24.6,21.8,10.3,-7.9,0.488,51.1
VAV,Low,30% increase,0.3,Medium,15% Reduced,Low [200W],75,1.03,2.4,24.5,21.8,10.9,-7.9,0.494,51.8
VAV,Low,30% increase,0.3,Low,15% Reduced,Low [200W],75,1.06,2.6,24.3,21.8,11.7,-7.9,0.504,52.6
VAV,Low,30% increase,0.4,High,15% Reduced,Low [200W],75,1.18,2.4,25.3,21.8,10.8,-7.9,0.5,52.5
VAV,Low,30% increase,0.4,Medium,15% Reduced,Low [200W],75,1.21,2.6,25.3,21.8,11.5,-7.9,0.509,53.3
VAV,Low,30% increase,0.4,Low,15% Reduced,Low [200W],75,1.24,2.9,25.2,21.8,12.4,-7.9,0.521,54.4
VAV,Low,30% increase,0.5,High,15% Reduced,Low [200W],75,1.36,2.5,26.1,21.8,11.3,-7.9,0.513,53.9
VAV,Low,30% increase,0.5,Medium,15% Reduced,Low [200W],75,1.39,2.7,26.1,21.8,12,-7.9,0.522,54.8
VAV,Low,30% increase,0.5,Low,15% Reduced,Low [200W],75,1.42,3.1,26.1,21.8,13,-7.9,0.536,56.1
VAV,Low,30% increase,0.6,High,15% Reduced,Low [200W],75,1.54,2.7,26.9,21.8,11.7,-7.9,0.524,55.1
VAV,Low,30% increase,0.6,Medium,15% Reduced,Low [200W],75,1.57,2.9,27,21.8,12.4,-7.9,0.535,56.2
VAV,Low,30% increase,0.6,Low,15% Reduced,Low [200W],75,1.6,3.2,27.1,21.8,13.5,-7.9,0.551,57.7
