in:HVAC System Type,in:Plant Performance,in:Outdoor Air Quantity,in:Percent Glazing [%],in:Glazing Performance,in:Lighting Power,in:Avg. Workstation Power [W],in:Roof PV Coverage [%],out:AHU Sizing [CFM/SF],out:Cooling [EUI],out:Heating [EUI],out:Lights/Plug [EUI],out:Fan/Pump [EUI],out:PV [EUI],out:Utility Cost [$/SF-yr],out:Total [EUI]
DOAS,High,30% increase,0.3,High,WSEC Baseline,High [400W],0,0.3,5.4,5.7,32,9.5,0,0.556,52.6
DOAS,High,30% increase,0.3,Medium,WSEC Baseline,High [400W],0,0.3,5.5,5.7,32,9.6,0,0.558,52.9
DOAS,High,30% increase,0.3,Low,WSEC Baseline,High [400W],0,0.3,5.7,5.7,32,9.7,0,0.561,53.2
DOAS,High,30% increase,0.4,High,WSEC Baseline,High [400W],0,0.3,5.4,6,32,9.6,0,0.56,53
DOAS,High,30% increase,0.4,Medium,WSEC Baseline,High [400W],0,0.3,5.6,6,32,9.6,0,0.563,53.3
DOAS,High,30% increase,0.4,Low,WSEC Baseline,High [400W],0,0.3,5.9,6,32,9.8,0,0.567,53.8
DOAS,High,30% increase,0.5,High,WSEC Baseline,High [400W],0,0.3,5.5,6.3,32,9.6,0,0.564,53.4
DOAS,High,30% increase,0.5,Medium,WSEC Baseline,High [400W],0,0.3,5.7,6.3,32,9.7,0,0.567,53.7
DOAS,High,30% increase,0.5,Low,WSEC Baseline,High [400W],0,0.3,6.1,6.3,32,9.8,0,0.573,54.2
DOAS,High,30% increase,0.6,High,WSEC Baseline,High [400W],0,0.3,5.6,6.6,32,9.7,0,0.568,53.8
DOAS,High,30% increase,0.6,Medium,WSEC Baseline,High [400W],0,0.3,5.8,6.6,32,9.8,0,0.572,54.2
DOAS,High,30% increase,0.6,Low,WSEC Baseline,High [400W],0,0.3,6.3,6.6,32,9.9,0,0.579,54.8
VAV,High,Minimum,0.3,High,WSEC Baseline,Low [200W],0,1,2.4,7.6,22.9,10.1,0,0.453,42.9
VAV,High,Minimum,0.3,Medium,WSEC Baseline,Low [200W],0,1.03,2.5,7.6,22.9,10.5,0,0.459,43.5
VAV,High,Minimum,0.3,Low,WSEC Baseline,Low [200W],0,1.06,2.7,7.6,22.9,11.1,0,0.468,44.4
VAV,High,Minimum,0.4,High,WSEC Baseline,Low [200W],0,1.18,2.5,7.9,22.9,10.4,0,0.461,43.7
VAV,High,Minimum,0.4,Medium,WSEC Baseline,Low [200W],0,1.21,2.7,7.9,22.9,10.8,0,0.468,44.4
VAV,High,Minimum,0.4,Low,WSEC Baseline,Low [200W],0,1.24,3,8,22.9,11.6,0,0.479,45.4
VAV,High,Minimum,0.5,High,WSEC Baseline,Low [200W],0,1.36,2.6,8.2,22.9,10.7,0,0.469,44.5
VAV,High,Minimum,0.5,Medium,WSEC Baseline,Low [200W],0,1.39,2.8,8.3,22.9,11.1,0,0.477,45.2
VAV,High,Minimum,0.5,Low,WSEC Baseline,Low [200W],0,1.42,3.1,8.3,22.9,12.1,0,0.49,46.4
VAV,High,Minimum,0.6,High,WSEC Baseline,Low [200W],0,1.54,2.8,8.6,22.9,10.9,0,0.476,45.2
VAV,High,Minimum,0.6,Medium,WSEC Baseline,Low [200W],0,1.57,3,8.6,22.9,11.5,0,0.486,46
VAV,High,Minimum,0.6,Low,WSEC Baseline,Low [200W],0,1.6,3.3,8.7,22.9,12.7,0,0.502,47.6
VAV,High,Minimum,0.3,High,WSEC Baseline,Med [300W],0,1.3,2.7,7.2,27.5,11.7,0,0.517,49.1
VAV,High,Minimum,0.3,Medium,WSEC Baseline,Med [300W],0,1.33,2.8,7.2,27.5,12.1,0,0.524,49.6
VAV,High,Minimum,0.3,Low,WSEC Baseline,Med [300W],0,1.36,3.1,7.2,27.5,12.7,0,0.533,50.5
VAV,High,Minimum,0.4,High,WSEC Baseline,Med [300W],0,1.48,2.8,7.5,27.5,12,0,0.526,49.8
VAV,High,Minimum,0.4,Medium,WSEC Baseline,Med [300W],0,1.51,3,7.6,27.5,12.5,0,0.533,50.6
VAV,High,Minimum,0.4,Low,WSEC Baseline,Med [300W],0,1.54,3.3,7.6,27.5,13.3,0,0.546,51.8
VAV,High,Minimum,0.5,High,WSEC Baseline,Med [300W],0,1.66,2.9,7.9,27.5,12.3,0,0.533,50.6
VAV,High,Minimum,0.5,Medium,WSEC Baseline,Med [300W],0,1.69,3.1,8,27.5,12.9,0,0.543,51.5
VAV,High,Minimum,0.5,Low,WSEC Baseline,Med [300W],0,1.72,3.5,8,27.5,13.9,0,0.558,52.8
VAV,High,Minimum,0.6,High,WSEC Baseline,Med [300W],0,1.84,3.1,8.2,27.5,12.5,0,0.541,51.3
VAV,High,Minimum,0.6,Medium,WSEC Baseline,Med [300W],0,1.87,3.3,8.3,27.5,13.2,0,0.552,52.3
VAV,High,Minimum,0.6,Low,WSEC Baseline,Med [300W],0,1.9,3.7,8.4,27.5,14.5,0,0.57,54
VAV,High,Minimum,0.3,High,WSEC Baseline,High [400W],0,1.6,3,6.9,32,13.5,0,0.584,55.3
VAV,High,Minimum,0.3,Medium,WSEC Baseline,High [400W],0,1.63,3.1,6.9,32,13.9,0,0.591,56
VAV,High,Minimum,0.3,Low,WSEC Baseline,High [400W],0,1.66,3.4,6.9,32,14.6,0,0.601,57
VAV,High,Minimum,0.4,High,WSEC Baseline,High [400W],0,1.78,3.1,7.2,32,13.8,0,0.593,56.2
VAV,High,Minimum,0.4,Medium,WSEC Baseline,High [400W],0,1.81,3.3,7.3,32,14.3,0,0.601,56.9
VAV,High,Minimum,0.4,Low,WSEC Baseline,High [400W],0,1.84,3.6,7.4,32,15.3,0,0.615,58.2
VAV,High,Minimum,0.5,High,WSEC Baseline,High [400W],0,1.96,3.3,7.5,32,14.1,0,0.601,56.9
VAV,High,Minimum,0.5,Medium,WSEC Baseline,High [400W],0,1.99,3.5,7.7,32,14.7,0,0.611,57.9
VAV,High,Minimum,0.5,Low,WSEC Baseline,High [400W],0,2.02,3.8,7.8,32,15.9,0,0.627,59.4
VAV,High,Minimum,0.6,High,WSEC Baseline,High [400W],0,2.14,3.4,7.9,32,14.4,0,0.609,57.7
VAV,High,Minimum,0.6,Medium,WSEC Baseline,High [400W],0,2.17,3.6,8,32,15.2,0,0.621,58.9
VAV,High,Minimum,0.6,Low,WSEC Baseline,High [400W],0,2.2,4,8.2,32,16.5,0,0.641,60.7
DOAS,High,Minimum,0.3,High,WSEC Baseline,Low [200W],0,0.25,4,4.8,22.9,7.2,0,0.411,38.9
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,Low [200W],0,0.25,4.1,4.8,22.9,7.2,0,0.413,39.1
DOAS,High,Minimum,0.3,Low,WSEC Baseline,Low [200W],0,0.25,4.3,4.8,22.9,7.3,0,0.416,39.4
DOAS,High,Minimum,0.4,High,WSEC Baseline,Low [200W],0,0.25,4,5.1,22.9,7.2,0,0.415,39.4
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,Low [200W],0,0.25,4.2,5.2,22.9,7.3,0,0.418,39.6
DOAS,High,Minimum,0.4,Low,WSEC Baseline,Low [200W],0,0.25,4.5,5.2,22.9,7.4,0,0.422,40
DOAS,High,Minimum,0.5,High,WSEC Baseline,Low [200W],0,0.25,4.1,5.4,22.9,7.3,0,0.419,39.7
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,Low [200W],0,0.25,4.3,5.5,22.9,7.3,0,0.423,40
DOAS,High,Minimum,0.5,Low,WSEC Baseline,Low [200W],0,0.25,4.7,5.5,22.9,7.5,0,0.428,40.5
DOAS,High,Minimum,0.6,High,WSEC Baseline,Low [200W],0,0.25,4.2,5.7,22.9,7.3,0,0.424,40.1
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,Low [200W],0,0.25,4.4,5.8,22.9,7.4,0,0.427,40.6
DOAS,High,Minimum,0.6,Low,WSEC Baseline,Low [200W],0,0.25,4.9,5.8,22.9,7.5,0,0.434,41.1
DOAS,High,Minimum,0.3,High,WSEC Baseline,Med [300W],0,0.25,4.7,4.6,27.5,7.3,0,0.465,44.1
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,Med [300W],0,0.25,4.9,4.6,27.5,7.4,0,0.467,44.3
DOAS,High,Minimum,0.3,Low,WSEC Baseline,Med [300W],0,0.25,5.1,4.6,27.5,7.5,0,0.471,44.6
DOAS,High,Minimum,0.4,High,WSEC Baseline,Med [300W],0,0.25,4.8,4.9,27.5,7.4,0,0.47,44.6
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,Med [300W],0,0.25,5,4.9,27.5,7.5,0,0.473,44.8
DOAS,High,Minimum,0.4,Low,WSEC Baseline,Med [300W],0,0.25,5.3,4.9,27.5,7.6,0,0.477,45.2
DOAS,High,Minimum,0.5,High,WSEC Baseline,Med [300W],0,0.25,4.9,5.2,27.5,7.4,0,0.474,44.9
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,Med [300W],0,0.25,5.1,5.2,27.5,7.5,0,0.478,45.3
DOAS,High,Minimum,0.5,Low,WSEC Baseline,Med [300W],0,0.25,5.5,5.2,27.5,7.7,0,0.483,45.8
DOAS,High,Minimum,0.6,High,WSEC Baseline,Med [300W],0,0.25,4.9,5.4,27.5,7.5,0,0.478,45.3
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,Med [300W],0,0.25,5.2,5.5,27.5,7.6,0,0.482,45.7
DOAS,High,Minimum,0.6,Low,WSEC Baseline,Med [300W],0,0.25,5.6,5.5,27.5,7.7,0,0.489,46.3
DOAS,High,Minimum,0.3,High,WSEC Baseline,High [400W],0,0.25,5.5,4.4,32,7.5,0,0.521,49.4
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,High [400W],0,0.25,5.6,4.4,32,7.5,0,0.523,49.6
DOAS,High,Minimum,0.3,Low,WSEC Baseline,High [400W],0,0.25,5.9,4.4,32,7.6,0,0.527,49.9
DOAS,High,Minimum,0.4,High,WSEC Baseline,High [400W],0,0.25,5.6,4.7,32,7.5,0,0.525,49.8
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,High [400W],0,0.25,5.8,4.7,32,7.6,0,0.528,50
DOAS,High,Minimum,0.4,Low,WSEC Baseline,High [400W],0,0.25,6.1,4.7,32,7.7,0,0.533,50.5
DOAS,High,Minimum,0.5,High,WSEC Baseline,High [400W],0,0.25,5.6,4.9,32,7.6,0,0.529,50.2
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,High [400W],0,0.25,5.9,5,32,7.7,0,0.533,50.6
DOAS,High,Minimum,0.5,Low,WSEC Baseline,High [400W],0,0.25,6.3,5,32,7.8,0,0.54,51.1
DOAS,High,Minimum,0.6,High,WSEC Baseline,High [400W],0,0.25,5.7,5.2,32,7.6,0,0.534,50.5
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,High [400W],0,0.25,6,5.3,32,7.8,0,0.538,51
DOAS,High,Minimum,0.6,Low,WSEC Baseline,High [400W],0,0.25,6.4,5.3,32,7.9,0,0.545,51.7
VAV,Low,30% increase,0.3,High,15% Reduced,Low [200W],0,1,2.3,24.6,21.8,10.3,0,0.572,59
VAV,Low,30% increase,0.3,Medium,15% Reduced,Low [200W],0,1.03,2.4,24.5,21.8,10.9,0,0.578,59.7
VAV,Low,30% increase,0.3,Low,15% Reduced,Low [200W],0,1.06,2.6,24.3,21.8,11.7,0,0.588,60.5
VAV,Low,30% increase,0.4,High,15% Reduced,Low [200W],0,1.18,2.4,25.3,21.8,10.8,0,0.584,60.4
VAV,Low,30% increase,0.4,Medium,15% Reduced,Low [200W],0,1.21,2.6,25.3,21.8,11.5,0,0.593,61.2
VAV,Low,30% increase,0.4,Low,15% Reduced,Low [200W],0,1.24,2.9,25.2,21.8,12.4,0,0.605,62.3
VAV,Low,30% increase,0.5,High,15% Reduced,Low [200W],0,1.36,2.5,26.1,21.8,11.3,0,0.597,61.8
VAV,Low,30% increase,0.5,Medium,15% Reduced,Low [200W],0,1.39,2.7,26.1,21.8,12,0,0.606,62.7
VAV,Low,30% increase,0.5,Low,15% Reduced,Low [200W],0,1.42,3.1,26.1,21.8,13,0,0.62,64
VAV,Low,30% increase,0.6,High,15% Reduced,Low [200W],0,1.54,2.7,26.9,21.8,11.7,0,0.608,63
VAV,Low,30% increase,0.6,Medium,15% Reduced,Low [200W],0,1.57,2.9,27,21.8,12.4,0,0.619,64.1
VAV,Low,30% increase,0.6,Low,15% Reduced,Low [200W],0,1.6,3.2,27.1,21.8,13.5,0,0.635,65.6
VAV,Low,30% increase,0.3,High,15% Reduced,Med [300W],0,1.3,2.6,23.6,26.4,11.9,0,0.632,64.5
VAV,Low,30% increase,0.3,Medium,15% Reduced,Med [300W],0,1.33,2.7,23.5,26.4,12.5,0,0.639,65.1
VAV,Low,30% increase,0.3,Low,15% Reduced,Med [300W],0,1.36,3,23.3,26.4,13.4,0,0.649,66.1
VAV,Low,30% increase,0.4,High,15% Reduced,Med [300W],0,1.48,2.7,24.3,26.4,12.4,0,0.645,65.9
VAV,Low,30% increase,0.4,Medium,15% Reduced,Med [300W],0,1.51,2.9,24.3,26.4,13.2,0,0.654,66.7
VAV,Low,30% increase,0.4,Low,15% Reduced,Med [300W],0,1.54,3.2,24.2,26.4,14.2,0,0.667,68
VAV,Low,30% increase,0.5,High,15% Reduced,Med [300W],0,1.66,2.8,25.1,26.4,12.9,0,0.657,67.2
VAV,Low,30% increase,0.5,Medium,15% Reduced,Med [300W],0,1.69,3.1,25.2,26.4,13.7,0,0.668,68.3
VAV,Low,30% increase,0.5,Low,15% Reduced,Med [300W],0,1.72,3.4,25.3,26.4,14.7,0,0.683,69.8
VAV,Low,30% increase,0.6,High,15% Reduced,Med [300W],0,1.84,3,25.9,26.4,13.3,0,0.669,68.5
VAV,Low,30% increase,0.6,Medium,15% Reduced,Med [300W],0,1.87,3.2,26.1,26.4,14.1,0,0.681,69.8
VAV,Low,30% increase,0.6,Low,15% Reduced,Med [300W],0,1.9,3.6,26.3,26.4,15.4,0,0.7,71.6
VAV,Low,30% increase,0.3,High,15% Reduced,High [400W],0,1.6,2.9,22.7,30.9,13.8,0,0.696,70.4
VAV,Low,30% increase,0.3,Medium,15% Reduced,High [400W],0,1.63,3.1,22.6,30.9,14.4,0,0.703,71
VAV,Low,30% increase,0.3,Low,15% Reduced,High [400W],0,1.66,3.3,22.5,30.9,15.3,0,0.714,72
VAV,Low,30% increase,0.4,High,15% Reduced,High [400W],0,1.78,3,23.4,30.9,14.3,0,0.708,71.7
VAV,Low,30% increase,0.4,Medium,15% Reduced,High [400W],0,1.81,3.2,23.4,30.9,15,0,0.718,72.5
VAV,Low,30% increase,0.4,Low,15% Reduced,High [400W],0,1.84,3.5,23.5,30.9,16.1,0,0.733,74
VAV,Low,30% increase,0.5,High,15% Reduced,High [400W],0,1.96,3.2,24.2,30.9,14.8,0,0.72,73.1
VAV,Low,30% increase,0.5,Medium,15% Reduced,High [400W],0,1.99,3.4,24.3,30.9,15.6,0,0.732,74.2
VAV,Low,30% increase,0.5,Low,15% Reduced,High [400W],0,2.02,3.7,24.5,30.9,16.8,0,0.75,76
VAV,Low,30% increase,0.6,High,15% Reduced,High [400W],0,2.14,3.3,25,30.9,15.2,0,0.733,74.3
VAV,Low,30% increase,0.6,Medium,15% Reduced,High [400W],0,2.17,3.5,25.3,30.9,16,0,0.747,75.8
VAV,Low,30% increase,0.6,Low,15% Reduced,High [400W],0,2.2,3.9,25.6,30.9,17.5,0,0.768,77.9
DOAS,Low,30% increase,0.3,High,15% Reduced,Low [200W],0,0.3,3.9,17.3,21.8,9.3,0,0.519,52.2
DOAS,Low,30% increase,0.3,Medium,15% Reduced,Low [200W],0,0.3,4,17.3,21.8,9.3,0,0.52,52.3
DOAS,Low,30% increase,0.3,Low,15% Reduced,Low [200W],0,0.3,4.2,17.2,21.8,9.4,0,0.523,52.5
DOAS,Low,30% increase,0.4,High,15% Reduced,Low [200W],0,0.3,3.9,18.1,21.8,9.3,0,0.526,53.2
DOAS,Low,30% increase,0.4,Medium,15% Reduced,Low [200W],0,0.3,4.1,18.1,21.8,9.3,0,0.528,53.3
DOAS,Low,30% increase,0.4,Low,15% Reduced,Low [200W],0,0.3,4.4,18,21.8,9.4,0,0.532,53.6
DOAS,Low,30% increase,0.5,High,15% Reduced,Low [200W],0,0.3,4,18.9,21.8,9.3,0,0.534,54.1
DOAS,Low,30% increase,0.5,Medium,15% Reduced,Low [200W],0,0.3,4.2,19,21.8,9.4,0,0.537,54.3
DOAS,Low,30% increase,0.5,Low,15% Reduced,Low [200W],0,0.3,4.6,18.9,21.8,9.5,0,0.541,54.8
DOAS,Low,30% increase,0.6,High,15% Reduced,Low [200W],0,0.3,4.1,19.7,21.8,9.3,0,0.541,54.9
DOAS,Low,30% increase,0.6,Medium,15% Reduced,Low [200W],0,0.3,4.3,19.8,21.8,9.4,0,0.545,55.3
DOAS,Low,30% increase,0.6,Low,15% Reduced,Low [200W],0,0.3,4.7,19.7,21.8,9.5,0,0.55,55.8
DOAS,Low,30% increase,0.3,High,15% Reduced,Med [300W],0,0.3,4.6,16.6,26.4,9.4,0,0.571,57
DOAS,Low,30% increase,0.3,Medium,15% Reduced,Med [300W],0,0.3,4.7,16.6,26.4,9.4,0,0.572,57.2
DOAS,Low,30% increase,0.3,Low,15% Reduced,Med [300W],0,0.3,5,16.5,26.4,9.5,0,0.575,57.4
DOAS,Low,30% increase,0.4,High,15% Reduced,Med [300W],0,0.3,4.7,17.4,26.4,9.4,0,0.578,57.9
DOAS,Low,30% increase,0.4,Medium,15% Reduced,Med [300W],0,0.3,4.8,17.5,26.4,9.5,0,0.581,58.2
DOAS,Low,30% increase,0.4,Low,15% Reduced,Med [300W],0,0.3,5.1,17.4,26.4,9.6,0,0.585,58.6
DOAS,Low,30% increase,0.5,High,15% Reduced,Med [300W],0,0.3,4.7,18.2,26.4,9.5,0,0.586,58.9
DOAS,Low,30% increase,0.5,Medium,15% Reduced,Med [300W],0,0.3,4.9,18.3,26.4,9.5,0,0.589,59.2
DOAS,Low,30% increase,0.5,Low,15% Reduced,Med [300W],0,0.3,5.3,18.3,26.4,9.7,0,0.594,59.6
DOAS,Low,30% increase,0.6,High,15% Reduced,Med [300W],0,0.3,4.8,19,26.4,9.5,0,0.593,59.7
DOAS,Low,30% increase,0.6,Medium,15% Reduced,Med [300W],0,0.3,5.1,19.1,26.4,9.6,0,0.597,60.1
DOAS,Low,30% increase,0.6,Low,15% Reduced,Med [300W],0,0.3,5.5,19.1,26.4,9.7,0,0.603,60.6
DOAS,Low,30% increase,0.3,High,15% Reduced,High [400W],0,0.3,5.4,15.9,30.9,9.5,0,0.623,61.7
DOAS,Low,30% increase,0.3,Medium,15% Reduced,High [400W],0,0.3,5.5,15.9,30.9,9.6,0,0.625,62
DOAS,Low,30% increase,0.3,Low,15% Reduced,High [400W],0,0.3,5.7,15.9,30.9,9.7,0,0.628,62.2
DOAS,Low,30% increase,0.4,High,15% Reduced,High [400W],0,0.3,5.4,16.7,30.9,9.6,0,0.63,62.6
DOAS,Low,30% increase,0.4,Medium,15% Reduced,High [400W],0,0.3,5.6,16.8,30.9,9.6,0,0.633,62.9
DOAS,Low,30% increase,0.4,Low,15% Reduced,High [400W],0,0.3,5.9,16.7,30.9,9.8,0,0.637,63.4
DOAS,Low,30% increase,0.5,High,15% Reduced,High [400W],0,0.3,5.5,17.5,30.9,9.6,0,0.638,63.5
DOAS,Low,30% increase,0.5,Medium,15% Reduced,High [400W],0,0.3,5.7,17.6,30.9,9.7,0,0.641,63.9
DOAS,Low,30% increase,0.5,Low,15% Reduced,High [400W],0,0.3,6.1,17.6,30.9,9.8,0,0.647,64.4
DOAS,Low,30% increase,0.6,High,15% Reduced,High [400W],0,0.3,5.6,18.3,30.9,9.7,0,0.645,64.4
DOAS,Low,30% increase,0.6,Medium,15% Reduced,High [400W],0,0.3,5.8,18.4,30.9,9.8,0,0.649,64.9
DOAS,Low,30% increase,0.6,Low,15% Reduced,High [400W],0,0.3,6.3,18.4,30.9,9.9,0,0.656,65.5
VAV,Low,Minimum,0.3,High,15% Reduced,Low [200W],0,1,2.4,21,21.8,10.1,0,0.541,55.2
VAV,Low,Minimum,0.3,Medium,15% Reduced,Low [200W],0,1.03,2.5,21,21.8,10.5,0,0.547,55.9
VAV,Low,Minimum,0.3,Low,15% Reduced,Low [200W],0,1.06,2.7,21.1,21.8,11.1,0,0.556,56.8
VAV,Low,Minimum,0.4,High,15% Reduced,Low [200W],0,1.18,2.5,21.9,21.8,10.4,0,0.553,56.6
VAV,Low,Minimum,0.4,Medium,15% Reduced,Low [200W],0,1.21,2.7,22,21.8,10.8,0,0.561,57.4
VAV,Low,Minimum,0.4,Low,15% Reduced,Low [200W],0,1.24,3,22.1,21.8,11.6,0,0.572,58.5
VAV,Low,Minimum,0.5,High,15% Reduced,Low [200W],0,1.36,2.6,22.8,21.8,10.7,0,0.565,58
VAV,Low,Minimum,0.5,Medium,15% Reduced,Low [200W],0,1.39,2.8,23.1,21.8,11.1,0,0.574,58.9
VAV,Low,Minimum,0.5,Low,15% Reduced,Low [200W],0,1.42,3.1,23.1,21.8,12.1,0,0.587,60.1
VAV,Low,Minimum,0.6,High,15% Reduced,Low [200W],0,1.54,2.8,23.8,21.8,10.9,0,0.576,59.3
VAV,Low,Minimum,0.6,Medium,15% Reduced,Low [200W],0,1.57,3,24,21.8,11.5,0,0.587,60.3
VAV,Low,Minimum,0.6,Low,15% Reduced,Low [200W],0,1.6,3.3,24,21.8,12.7,0,0.603,61.9
VAV,Low,Minimum,0.3,High,15% Reduced,Med [300W],0,1.3,2.7,20,26.4,11.7,0,0.601,60.8
VAV,Low,Minimum,0.3,Medium,15% Reduced,Med [300W],0,1.33,2.8,20.1,26.4,12.1,0,0.608,61.3
VAV,Low,Minimum,0.3,Low,15% Reduced,Med [300W],0,1.36,3.1,20.1,26.4,12.7,0,0.618,62.3
VAV,Low,Minimum,0.4,High,15% Reduced,Med [300W],0,1.48,2.8,20.9,26.4,12,0,0.613,62.1
VAV,Low,Minimum,0.4,Medium,15% Reduced,Med [300W],0,1.51,3,21.1,26.4,12.5,0,0.622,62.9
VAV,Low,Minimum,0.4,Low,15% Reduced,Med [300W],0,1.54,3.3,21.2,26.4,13.3,0,0.635,64.2
VAV,Low,Minimum,0.5,High,15% Reduced,Med [300W],0,1.66,2.9,21.8,26.4,12.3,0,0.625,63.4
VAV,Low,Minimum,0.5,Medium,15% Reduced,Med [300W],0,1.69,3.1,22.1,26.4,12.9,0,0.635,64.5
VAV,Low,Minimum,0.5,Low,15% Reduced,Med [300W],0,1.72,3.5,22.2,26.4,13.9,0,0.651,66
VAV,Low,Minimum,0.6,High,15% Reduced,Med [300W],0,1.84,3.1,22.8,26.4,12.5,0,0.637,64.7
VAV,Low,Minimum,0.6,Medium,15% Reduced,Med [300W],0,1.87,3.3,23,26.4,13.2,0,0.649,65.9
VAV,Low,Minimum,0.6,Low,15% Reduced,Med [300W],0,1.9,3.7,23.3,26.4,14.5,0,0.668,67.8
VAV,Low,Minimum,0.3,High,15% Reduced,High [400W],0,1.6,3,19.1,30.9,13.5,0,0.665,66.5
VAV,Low,Minimum,0.3,Medium,15% Reduced,High [400W],0,1.63,3.1,19.2,30.9,13.9,0,0.672,67.2
VAV,Low,Minimum,0.3,Low,15% Reduced,High [400W],0,1.66,3.4,19.3,30.9,14.6,0,0.682,68.2
VAV,Low,Minimum,0.4,High,15% Reduced,High [400W],0,1.78,3.1,20,30.9,13.8,0,0.677,67.9
VAV,Low,Minimum,0.4,Medium,15% Reduced,High [400W],0,1.81,3.3,20.2,30.9,14.3,0,0.686,68.8
VAV,Low,Minimum,0.4,Low,15% Reduced,High [400W],0,1.84,3.6,20.4,30.9,15.3,0,0.7,70.2
VAV,Low,Minimum,0.5,High,15% Reduced,High [400W],0,1.96,3.3,20.9,30.9,14.1,0,0.689,69.2
VAV,Low,Minimum,0.5,Medium,15% Reduced,High [400W],0,1.99,3.5,21.3,30.9,14.7,0,0.7,70.4
VAV,Low,Minimum,0.5,Low,15% Reduced,High [400W],0,2.02,3.8,21.6,30.9,15.9,0,0.718,72.1
VAV,Low,Minimum,0.6,High,15% Reduced,High [400W],0,2.14,3.4,21.9,30.9,14.4,0,0.7,70.6
VAV,Low,Minimum,0.6,Medium,15% Reduced,High [400W],0,2.17,3.6,22.3,30.9,15.2,0,0.714,72
VAV,Low,Minimum,0.6,Low,15% Reduced,High [400W],0,2.2,4,22.7,30.9,16.5,0,0.736,74.2
DOAS,Low,Minimum,0.3,High,15% Reduced,Low [200W],0,0.25,4,13.4,21.8,7.2,0,0.467,46.4
DOAS,Low,Minimum,0.3,Medium,15% Reduced,Low [200W],0,0.25,4.1,13.4,21.8,7.2,0,0.469,46.6
DOAS,Low,Minimum,0.3,Low,15% Reduced,Low [200W],0,0.25,4.3,13.4,21.8,7.3,0,0.472,46.9
DOAS,Low,Minimum,0.4,High,15% Reduced,Low [200W],0,0.25,4,14.3,21.8,7.2,0,0.475,47.4
DOAS,Low,Minimum,0.4,Medium,15% Reduced,Low [200W],0,0.25,4.2,14.3,21.8,7.3,0,0.478,47.7
DOAS,Low,Minimum,0.4,Low,15% Reduced,Low [200W],0,0.25,4.5,14.3,21.8,7.4,0,0.482,48.1
DOAS,Low,Minimum,0.5,High,15% Reduced,Low [200W],0,0.25,4.1,15.1,21.8,7.3,0,0.483,48.3
DOAS,Low,Minimum,0.5,Medium,15% Reduced,Low [200W],0,0.25,4.3,15.2,21.8,7.3,0,0.486,48.7
DOAS,Low,Minimum,0.5,Low,15% Reduced,Low [200W],0,0.25,4.7,15.2,21.8,7.5,0,0.492,49.2
DOAS,Low,Minimum,0.6,High,15% Reduced,Low [200W],0,0.25,4.2,15.9,21.8,7.3,0,0.49,49.2
DOAS,Low,Minimum,0.6,Medium,15% Reduced,Low [200W],0,0.25,4.4,16,21.8,7.4,0,0.495,49.7
DOAS,Low,Minimum,0.6,Low,15% Reduced,Low [200W],0,0.25,4.9,16.1,21.8,7.5,0,0.501,50.3
DOAS,Low,Minimum,0.3,High,15% Reduced,Med [300W],0,0.25,4.7,12.7,26.4,7.3,0,0.519,51.1
DOAS,Low,Minimum,0.3,Medium,15% Reduced,Med [300W],0,0.25,4.9,12.7,26.4,7.4,0,0.521,51.4
DOAS,Low,Minimum,0.3,Low,15% Reduced,Med [300W],0,0.25,5.1,12.7,26.4,7.5,0,0.524,51.7
DOAS,Low,Minimum,0.4,High,15% Reduced,Med [300W],0,0.25,4.8,13.5,26.4,7.4,0,0.526,52.1
DOAS,Low,Minimum,0.4,Medium,15% Reduced,Med [300W],0,0.25,5,13.6,26.4,7.5,0,0.53,52.4
DOAS,Low,Minimum,0.4,Low,15% Reduced,Med [300W],0,0.25,5.3,13.6,26.4,7.6,0,0.534,52.8
DOAS,Low,Minimum,0.5,High,15% Reduced,Med [300W],0,0.25,4.9,14.3,26.4,7.4,0,0.534,53
DOAS,Low,Minimum,0.5,Medium,15% Reduced,Med [300W],0,0.25,5.1,14.4,26.4,7.5,0,0.538,53.4
DOAS,Low,Minimum,0.5,Low,15% Reduced,Med [300W],0,0.25,5.5,14.5,26.4,7.7,0,0.544,54
DOAS,Low,Minimum,0.6,High,15% Reduced,Med [300W],0,0.25,4.9,15.1,26.4,7.5,0,0.542,53.9
DOAS,Low,Minimum,0.6,Medium,15% Reduced,Med [300W],0,0.25,5.2,15.2,26.4,7.6,0,0.546,54.4
DOAS,Low,Minimum,0.6,Low,15% Reduced,Med [300W],0,0.25,5.6,15.3,26.4,7.7,0,0.554,55.1
DOAS,Low,Minimum,0.3,High,15% Reduced,High [400W],0,0.25,5.5,12.2,30.9,7.5,0,0.572,56.1
